city,state,lat,lng
Escobares,TX,26.412,-98.9599
Estelline,TX,34.547,-100.44
Eugenio Saenz,TX,26.3582,-98.6331
Euless,TX,32.8508,-97.0799
Eureka,TX,32.012,-96.2855
Eustace,TX,32.3075,-96.0139
Evadale,TX,30.3369,-94.06
Evant,TX,31.4762,-98.1501
Evergreen,TX,26.4247,-99.024
Everman,TX,32.6296,-97.2827
Fabens,TX,31.5136,-106.1521
Fabrica,TX,28.7446,-100.4934
Fair Oaks Ranch,TX,29.7468,-98.6375
Fairchilds,TX,29.4398,-95.7777
Fairfield,TX,31.7184,-96.1697
Fairview,TX,33.1399,-96.6116
Falcon Heights,TX,26.5604,-99.1225
Falcon Lake Estates,TX,26.8719,-99.2585
Falcon Mesa,TX,26.8706,-99.2906
Falconaire,TX,26.5511,-99.1169
Falfurrias,TX,27.2243,-98.1451
Falls City,TX,28.9821,-98.0216
Falman,TX,27.9281,-97.1713
Fannett,TX,29.925,-94.2389
Farmers Branch,TX,32.9272,-96.8804
Farmersville,TX,33.1609,-96.3608
Farwell,TX,34.3855,-103.0373
Fate,TX,32.9429,-96.3858
Fayetteville,TX,29.9063,-96.6758
Fernando Salinas,TX,26.3979,-98.8311
Ferris,TX,32.5369,-96.6738
Fifth Street,TX,29.5982,-95.5519
Flatonia,TX,29.6886,-97.106
Flor del Rio,TX,26.4013,-98.9015
Florence,TX,30.8406,-97.7927
Floresville,TX,29.14,-98.163
Flowella,TX,27.22,-98.0645
Flower Mound,TX,33.0344,-97.1146
Floydada,TX,33.9835,-101.3367
Follett,TX,36.434,-100.1408
Forest Hill,TX,32.6619,-97.2662
Forney,TX,32.744,-96.4529
Forsan,TX,32.1104,-101.3668
Fort Bliss,TX,31.8137,-106.4119
Fort Clark Springs,TX,29.2937,-100.4245
Fort Davis,TX,30.5784,-103.8922
Fort Hancock,TX,31.2837,-105.8446
Fort Hood,TX,31.1345,-97.7797
Fort Stockton,TX,30.8926,-102.8844
Fort Worth,TX,32.7811,-97.3473
Four Corners,TX,29.6705,-95.6596
Fowlerton,TX,28.4608,-98.8114
Franklin,TX,31.0251,-96.4874
Frankston,TX,32.0561,-95.5043
Fredericksburg,TX,30.2661,-98.8749
Freeport,TX,28.9454,-95.3601
Freer,TX,27.8823,-98.6181
Fresno,TX,29.5358,-95.4696
Friendswood,TX,29.5111,-95.1979
Friona,TX,34.6394,-102.7232
Frisco,TX,33.1555,-96.8215
Fritch,TX,35.6431,-101.5964
Fronton,TX,26.4256,-99.0762
Fronton Ranchettes,TX,26.4253,-99.0268
Frost,TX,32.0788,-96.8086
Fruitvale,TX,32.6834,-95.8036
Fulshear,TX,29.693,-95.8792
Fulton,TX,28.0706,-97.0428
Gail,TX,32.767,-101.4465
Gainesville,TX,33.6391,-97.1488
Galena Park,TX,29.7452,-95.2333
Gallatin,TX,31.8968,-95.152
Galveston,TX,29.2487,-94.891
Ganado,TX,29.0413,-96.511
Garceno,TX,26.4124,-98.9405
Garciasville,TX,26.3198,-98.6996
Garden City,TX,31.8674,-101.4864
Garden Ridge,TX,29.6379,-98.2927
Gardendale,TX,32.0105,-102.3587
Garfield,TX,30.1961,-97.5514
Garland,TX,32.91,-96.6305
Garrett,TX,32.3681,-96.6543
Garrison,TX,31.8252,-94.4932
Gary City,TX,32.0277,-94.3679
Garza-Salinas II,TX,26.3519,-98.7595
Gatesville,TX,31.4419,-97.7351
George West,TX,28.33,-98.1183
Georgetown,TX,30.6668,-97.6953
Geronimo,TX,29.6728,-97.9686
Gholson,TX,31.7123,-97.2359
Giddings,TX,30.1833,-96.9279
Gilmer,TX,32.7317,-94.946
Girard,TX,33.3636,-100.6598
Gladewater,TX,32.5426,-94.9465
Glen Rose,TX,32.2462,-97.7441
Glenn Heights,TX,32.5506,-96.8548
Glidden,TX,29.6975,-96.5907
Godley,TX,32.4513,-97.5322
Goldsmith,TX,31.9833,-102.6164
Goldthwaite,TX,31.4513,-98.5736
Goliad,TX,28.6708,-97.3916
Golinda,TX,31.3711,-97.0763
Gonzales,TX,29.5126,-97.4472
Goodlow,TX,32.1091,-96.2152
Goodrich,TX,30.6093,-94.9467
Gordon,TX,32.5455,-98.3672
Goree,TX,33.468,-99.5236
Gorman,TX,32.2136,-98.6721
Graford,TX,32.9374,-98.2476
Graham,TX,33.1017,-98.5778
Granbury,TX,32.4484,-97.7685
Grand Prairie,TX,32.6872,-97.0209
Grand Saline,TX,32.6776,-95.7114
Grandfalls,TX,31.3405,-102.8545
Grandview,TX,32.2685,-97.1775
Granger,TX,30.718,-97.4411
Granite Shoals,TX,30.5897,-98.3715
Granjeno,TX,26.1377,-98.3026
Grape Creek,TX,31.5817,-100.5474
Grapeland,TX,31.4948,-95.4765
Grapevine,TX,32.9343,-97.0744
Grays Prairie,TX,32.4734,-96.3502
Green Valley Farms,TX,26.1219,-97.561
Greenville,TX,33.1116,-96.1098
Gregory,TX,27.9221,-97.2918
Grey Forest,TX,29.6169,-98.6833
Groesbeck,TX,31.5259,-96.5284
Groom,TX,35.205,-101.1071
Groves,TX,29.9457,-93.9164
Groveton,TX,31.0572,-95.1269
Gruver,TX,36.2562,-101.4122
Guadalupe Guerra,TX,26.4108,-99.0819
Gun Barrel City,TX,32.3277,-96.1287
Gunter,TX,33.4646,-96.7646
Gustine,TX,31.8457,-98.4025
Guthrie,TX,33.6216,-100.329
Gutierrez,TX,26.3401,-98.6315
H. Cuellar Estates,TX,26.5611,-99.1258
Hackberry,TX,33.1501,-96.9184
Hale Center,TX,34.0662,-101.8462
Hallettsville,TX,29.4429,-96.9436
Hallsburg,TX,31.5684,-96.9464
Hallsville,TX,32.5027,-94.57
Haltom City,TX,32.8176,-97.2707
Hamilton,TX,31.6997,-98.1208
Hamlin,TX,32.8898,-100.1329
Happy,TX,34.7416,-101.8572
Hardin,TX,30.1493,-94.7377
Hargill,TX,26.4423,-98.0146
Harker Heights,TX,31.0572,-97.6445
Harlingen,TX,26.1917,-97.6976
Harper,TX,30.2903,-99.2459
Hart,TX,34.3857,-102.115
Hartley,TX,35.8914,-102.3934
Haskell,TX,33.1597,-99.732
Haslet,TX,32.9609,-97.3382
Havana,TX,26.2507,-98.5091
Hawk Cove,TX,32.8839,-96.0833
Hawkins,TX,32.5917,-95.2027
Hawley,TX,32.6037,-99.8111
Hays,TX,30.1215,-97.8724
Hearne,TX,30.877,-96.5956
Heath,TX,32.8444,-96.4679
Hebbronville,TX,27.3239,-98.686
Hebron,TX,33.0437,-96.8794
Hedley,TX,34.8674,-100.6592
Hedwig Village,TX,29.7799,-95.5193
Heidelberg,TX,26.1831,-97.885
Helotes,TX,29.5693,-98.6956
Hemphill,TX,31.3431,-93.8512
Hempstead,TX,30.1004,-96.0779
Henderson,TX,32.1576,-94.796
Henrietta,TX,33.8147,-98.1925
Hereford,TX,34.8232,-102.4001
Hermleigh,TX,32.6365,-100.7523
Hewitt,TX,31.452,-97.196
Hickory Creek,TX,33.1114,-97.0313
Hico,TX,31.9859,-98.0291
Hidalgo,TX,26.109,-98.2463
Hideaway,TX,32.489,-95.4578
Higgins,TX,36.121,-100.0274
Highland Haven,TX,30.6074,-98.3951
Highland Park,TX,32.8311,-96.8012
Highland Village,TX,33.0897,-97.0615
Highlands,TX,29.813,-95.0577
Hill Country Village,TX,29.5831,-98.4893
Hillcrest,TX,29.3924,-95.2233
Hillsboro,TX,32.0091,-97.1151
Hilltop,TX,28.6938,-99.1761
Hilltop Lakes,TX,31.0755,-96.1914
Hilshire Village,TX,29.7908,-95.4885
Hitchcock,TX,29.2945,-95.025
Holiday Beach,TX,28.167,-97.006
Holiday Lakes,TX,29.2083,-95.5146
Holland,TX,30.8834,-97.4026
Holliday,TX,33.8142,-98.6899
Holly Lake Ranch,TX,32.7125,-95.2003
Hollywood Park,TX,29.5994,-98.4841
Homestead Meadows North,TX,31.8483,-106.1707
Homestead Meadows South,TX,31.811,-106.1643
Hondo,TX,29.3531,-99.162
Honey Grove,TX,33.5866,-95.909
Hooks,TX,33.4707,-94.2841
Horizon City,TX,31.6799,-106.1903
Hornsby Bend,TX,30.245,-97.5833
Horseshoe Bay,TX,30.5403,-98.3804
Horseshoe Bend,TX,32.5752,-97.8782
Houston,TX,29.7863,-95.3889
Howardwick,TX,35.0347,-100.9077
Howe,TX,33.5066,-96.6155
Hubbard,TX,31.847,-96.8003
Hudson,TX,31.3285,-94.8014
Hudson Bend,TX,30.4139,-97.928
Hudson Oaks,TX,32.7508,-97.6999
Hughes Springs,TX,32.9987,-94.631
Hull,TX,30.1464,-94.6422
Humble,TX,29.9921,-95.2655
Hungerford,TX,29.404,-96.0837
Hunters Creek Village,TX,29.7715,-95.4987
Huntington,TX,31.2803,-94.5772
Huntsville,TX,30.705,-95.5544
Hurst,TX,32.8353,-97.1808
Hutchins,TX,32.6421,-96.7093
Hutto,TX,30.5373,-97.5516
Huxley,TX,31.7644,-93.8848
Iago,TX,29.2665,-95.963
Idalou,TX,33.6624,-101.6838
Iglesia Antigua,TX,26.0749,-97.8342
Impact,TX,32.5002,-99.7466
Imperial,TX,31.2668,-102.6947
Indian Hills,TX,26.2124,-97.9165
Indian Lake,TX,26.0877,-97.5027
Indian Springs,TX,30.6879,-94.7449
Industry,TX,29.9715,-96.4992
Inez,TX,28.8718,-96.7959
Ingleside,TX,27.87,-97.2077
Ingleside on the Bay,TX,27.8304,-97.221
Ingram,TX,30.0773,-99.2381
Iola,TX,30.7719,-96.0771
Iowa Colony,TX,29.4405,-95.4168
Iowa Park,TX,33.9622,-98.6819
Iraan,TX,30.9129,-101.9001
Iredell,TX,31.9866,-97.8719
Irving,TX,32.8584,-96.9702
Italy,TX,32.1858,-96.8866
Itasca,TX,32.1586,-97.1478
Ivanhoe,TX,30.6799,-94.4154
Jacinto City,TX,29.7663,-95.241
Jacksboro,TX,33.2256,-98.1594
Jacksonville,TX,31.9642,-95.2617
Jamaica Beach,TX,29.1905,-94.9801
Jardin de San Julian,TX,26.5254,-99.0999
Jarrell,TX,30.8127,-97.6132
Jasper,TX,30.9221,-93.9947
Jayton,TX,33.2502,-100.5748
Jefferson,TX,32.7634,-94.3512
Jersey Village,TX,29.8903,-95.5721
Jewett,TX,31.3627,-96.1455
Joaquin,TX,31.9659,-94.0504
Johnson City,TX,30.2742,-98.4063
Jolly,TX,33.8827,-98.3475
Jones Creek,TX,28.9752,-95.4714
Jonestown,TX,30.4754,-97.9297
Josephine,TX,33.0618,-96.3186
Joshua,TX,32.458,-97.3849
Jourdanton,TX,28.9138,-98.5411
Juarez,TX,26.2009,-97.7296
Junction,TX,30.4906,-99.7725
Justin,TX,33.0862,-97.3009
K-Bar Ranch,TX,27.9928,-97.9267
Karnes City,TX,28.8857,-97.9001
Katy,TX,29.7904,-95.8353
Kaufman,TX,32.5769,-96.316
Keene,TX,32.3955,-97.3226
Keller,TX,32.9337,-97.2255
Kemah,TX,29.5307,-95.0194
Kemp,TX,32.4349,-96.2234
Kempner,TX,31.0755,-97.9727
Kendleton,TX,29.447,-96.001
Kenedy,TX,28.8176,-97.8518
Kenefick,TX,30.1069,-94.8502
Kennard,TX,31.3575,-95.1854
Kennedale,TX,32.6434,-97.2173
Kerens,TX,32.1308,-96.2251
Kermit,TX,31.854,-103.0924
Kerrville,TX,30.0398,-99.132
Kilgore,TX,32.3979,-94.8603
Killeen,TX,31.0754,-97.7296
Kingsbury,TX,29.6541,-97.8
Kingsland,TX,30.6651,-98.4545
Kingsville,TX,27.5094,-97.8611
Kirby,TX,29.4611,-98.3861
Kirbyville,TX,30.6578,-93.9001
Kirvin,TX,31.7671,-96.33
Knippa,TX,29.3076,-99.6329
Knollwood,TX,33.6893,-96.6185
Knox City,TX,33.4176,-99.8157
Kosse,TX,31.307,-96.6293
Kountze,TX,30.3724,-94.3161
Kress,TX,34.3658,-101.7484
Krugerville,TX,33.279,-96.9881
Krum,TX,33.2652,-97.2256
Kurten,TX,30.7896,-96.2759
Kyle,TX,29.9937,-97.8859
La Blanca,TX,26.3048,-98.0286
La Carla,TX,26.4354,-98.7406
La Chuparosa,TX,26.4037,-98.9268
La Coma,TX,27.5029,-99.3014
La Escondida,TX,26.3807,-98.8737
La Esperanza,TX,26.4313,-98.8923
La Feria,TX,26.1544,-97.8255
La Feria North,TX,26.1778,-97.8232
La Grange,TX,29.9129,-96.8767
La Grulla,TX,26.272,-98.6483
La Homa,TX,26.2773,-98.3579
La Joya,TX,26.2518,-98.4699
La Loma de Falcon,TX,26.537,-99.0961
La Marque,TX,29.369,-94.9957
La Minita,TX,26.5022,-99.0734
La Paloma,TX,26.0518,-97.6552
La Paloma Addition,TX,28.017,-97.5009
La Paloma Ranchettes,TX,26.3148,-98.623
La Paloma-Lost Creek,TX,27.7195,-97.7391
La Porte,TX,29.6689,-95.0484
La Presa,TX,27.3995,-99.4374
La Pryor,TX,28.9487,-99.8483
La Puerta,TX,26.3468,-98.7504
La Rosita,TX,26.402,-98.9326
La Tina Ranch,TX,26.2031,-97.4764
La Vernia,TX,29.3542,-98.122
La Victoria,TX,26.3478,-98.6295
La Villa,TX,26.2964,-97.927
La Ward,TX,28.8464,-96.4649
Lackland AFB,TX,29.3867,-98.6179
LaCoste,TX,29.31,-98.8116
Lacy-Lakeview,TX,31.6292,-97.1052
Ladonia,TX,33.4283,-95.9482
Lago,TX,26.0885,-97.6132
Lago Vista,TX,30.4519,-97.9908
Laguna Heights,TX,26.081,-97.2592
Laguna Park,TX,31.8643,-97.3862
Laguna Seca,TX,26.2793,-97.9262
Laguna Vista,TX,26.1075,-97.2967
Lake Bridgeport,TX,33.2074,-97.8311
Lake Brownwood,TX,31.8177,-99.1045
Lake Bryan,TX,30.7188,-96.4631
Lake Cherokee,TX,32.3569,-94.6513
Lake City,TX,28.0821,-97.8828
Lake Colorado City,TX,32.3491,-100.9376
Lake Dallas,TX,33.1277,-97.0234
Lake Dunlap,TX,29.6683,-98.0773
Lake Jackson,TX,29.0516,-95.4522
Lake Kiowa,TX,33.5703,-97.0129
Lake Medina Shores,TX,29.6383,-98.9869
Lake Meredith Estates,TX,35.6639,-101.6027
Lake Tanglewood,TX,35.057,-101.7816
Lake View,TX,29.459,-100.9532
Lake Worth,TX,32.813,-97.4306
Lakehills,TX,29.6237,-98.9448
Lakeport,TX,32.405,-94.7102
Lakeshore Gardens-Hidden Acres,TX,28.1235,-97.8654
Lakeside,TX,32.8219,-97.4869
Lakeside City,TX,33.8292,-98.5404
Lakeway,TX,30.3547,-97.9854
Lakewood Village,TX,33.1377,-96.9751
Lamar,TX,28.1439,-96.9888
Lamesa,TX,32.7333,-101.9542
Lampasas,TX,31.064,-98.1824
Lancaster,TX,32.5922,-96.7737
Lantana,TX,33.092,-97.1216
Laredo,TX,27.5629,-99.4875
Laredo Ranchettes,TX,27.4913,-99.3598
Las Lomas,TX,26.3638,-98.7747
Las Lomitas,TX,27.3378,-98.6629
Las Palmas,TX,26.9516,-99.2761
Las Palmas II,TX,26.2032,-97.7395
Las Quintas Fronterizas,TX,28.6898,-100.468
Lasana,TX,26.2585,-97.695
Lasara,TX,26.4634,-97.9088
Latexo,TX,31.3889,-95.4724
Laughlin AFB,TX,29.3568,-100.7829
Laureles,TX,26.1168,-97.4875
Lavon,TX,33.0245,-96.4397
Lawn,TX,32.1366,-99.7499
League City,TX,29.4873,-95.1087
Leakey,TX,29.7254,-99.7631
Leander,TX,30.5728,-97.8618
Leary,TX,33.469,-94.2191
Lefors,TX,35.4396,-100.804
Leming,TX,29.0684,-98.4722
Leon Valley,TX,29.4954,-98.6143
Leona,TX,31.1537,-95.976
Leonard,TX,33.383,-96.2467
Leroy,TX,31.7322,-97.0214
Levelland,TX,33.5806,-102.3636
Lewisville,TX,33.0452,-96.9823
Lexington,TX,30.4147,-97.0093
Liberty,TX,30.0379,-94.788
Liberty City,TX,32.4502,-94.9438
Liberty Hill,TX,30.6634,-97.9073
Lincoln Park,TX,33.224,-96.9727
Lindale,TX,32.4934,-95.4069
Linden,TX,33.011,-94.3626
Lindsay,TX,33.6415,-97.2186
Linn,TX,26.5662,-98.1297
Lipan,TX,32.5187,-98.0471
Lipscomb,TX,36.2215,-100.2621
Little Elm,TX,33.1856,-96.929
Little River-Academy,TX,30.9876,-97.3531
Littlefield,TX,33.9191,-102.3349
Live Oak,TX,29.5545,-98.3404
Liverpool,TX,29.3018,-95.2744
Livingston,TX,30.71,-94.9381
Llano,TX,30.7508,-98.6763
Llano Grande,TX,26.1309,-97.9687
Lockhart,TX,29.8785,-97.6831
Lockney,TX,34.1231,-101.4424
Log Cabin,TX,32.2231,-96.0222
Lolita,TX,28.8326,-96.5387
Loma Grande,TX,28.7221,-99.8327
Loma Linda,TX,28.007,-97.4994
Loma Linda East,TX,27.7663,-98.1942
Loma Linda West,TX,26.4205,-98.9304
Loma Vista,TX,26.4168,-98.9814
Lometa,TX,31.2166,-98.3925
Lone Oak,TX,32.9961,-95.9406
Lone Star,TX,32.9392,-94.7091
Longoria,TX,26.3024,-98.6425
Longview,TX,32.5193,-94.7621
Loop,TX,32.9142,-102.4147
Lopeno,TX,26.712,-99.1008
Lopezville,TX,26.2453,-98.1537
Loraine,TX,32.4087,-100.7125
Lorena,TX,31.3818,-97.2127
Lorenzo,TX,33.6703,-101.5361
Los Altos,TX,27.4904,-99.3858
Los Alvarez,TX,26.3859,-98.899
Los Arcos,TX,27.6144,-99.2105
Los Barreras,TX,26.3911,-98.9184
Los Corralitos,TX,27.6412,-99.5574
Los Ebanos,TX,26.4114,-98.9185
Los Fresnos,TX,26.075,-97.4877
Los Huisaches,TX,27.9071,-99.476
Los Indios,TX,26.0493,-97.7351
Los Minerales,TX,27.6555,-99.6179
Los Nopalitos,TX,27.6195,-99.2056
Los Veteranos II,TX,27.7712,-99.4433
Los Ybanez,TX,32.7188,-101.9174
Lost Creek,TX,30.3024,-97.8498
Lott,TX,31.2059,-97.0333
Louise,TX,29.1119,-96.4123
Lovelady,TX,31.1279,-95.4456
Lowry Crossing,TX,33.171,-96.5444
Lozano,TX,26.1896,-97.5437
Lubbock,TX,33.5659,-101.8878
Lucas,TX,33.0942,-96.5803
Lueders,TX,32.8004,-99.6232
Lufkin,TX,31.3217,-94.7277
Luling,TX,29.6814,-97.6468
Lumberton,TX,30.2562,-94.2071
Lyford,TX,26.4145,-97.7894
Lytle,TX,29.2342,-98.795
Mabank,TX,32.3681,-96.114
Macdona,TX,29.3205,-98.6973
Madisonville,TX,30.9538,-95.9091
Magnolia,TX,30.2117,-95.7419
Malakoff,TX,32.1727,-96.0162
Malone,TX,31.9168,-96.8947
Manchaca,TX,30.1353,-97.8362
Manor,TX,30.3562,-97.5228
Mansfield,TX,32.569,-97.1211
Manuel Garcia,TX,26.3337,-98.7016
Manvel,TX,29.4793,-95.3659
Marathon,TX,30.2157,-103.2433
Marble Falls,TX,30.5649,-98.2768
Marfa,TX,30.3107,-104.0255
Marietta,TX,33.1736,-94.5425
Marion,TX,29.5726,-98.143
Markham,TX,28.9627,-96.0645
Marlin,TX,31.3085,-96.8934
Marquez,TX,31.2361,-96.2574
Marshall,TX,32.537,-94.3515
Mart,TX,31.5421,-96.8299
Martindale,TX,29.8448,-97.8396
Mason,TX,30.748,-99.2288
Matador,TX,34.015,-100.8211
Matagorda,TX,28.6973,-95.9667
Mathis,TX,28.0909,-97.817
Maud,TX,33.3299,-94.3461
Mauriceville,TX,30.2187,-93.8758
Maypearl,TX,32.314,-97.0052
McAllen,TX,26.2273,-98.2471
McCamey,TX,31.1325,-102.22
McDade,TX,30.2819,-97.2449
McGregor,TX,31.4187,-97.4283
McKinney,TX,33.2015,-96.6669
McKinney Acres,TX,32.2963,-102.5297
McLean,TX,35.2323,-100.6001
McLendon-Chisholm,TX,32.8512,-96.3924
McQueeney,TX,29.6,-98.0439
Meadow,TX,33.3377,-102.2058
Meadowlakes,TX,30.5639,-98.2954
Meadows Place,TX,29.6513,-95.5873
Medina,TX,26.929,-99.2614
Megargel,TX,33.4535,-98.9298
Melissa,TX,33.2891,-96.5573
Melvin,TX,31.1993,-99.5809
Memphis,TX,34.7268,-100.5417
Menard,TX,30.9185,-99.7837
Mentone,TX,31.7073,-103.5989
Mercedes,TX,26.1533,-97.9129
Meridian,TX,31.9262,-97.6501
Merkel,TX,32.4697,-100.0111
Mertens,TX,32.0588,-96.8937
Mertzon,TX,31.2619,-100.8208
Mesquite,TX,32.7623,-96.5889
Mexia,TX,31.6809,-96.4833
Mi Ranchito Estate,TX,26.3878,-98.8733
Miami,TX,35.6923,-100.6416
Midland,TX,32.0249,-102.1137
Midlothian,TX,32.4668,-96.9892
Midway,TX,31.0252,-95.7539
Midway North,TX,26.1872,-98.0188
Midway South,TX,26.1567,-98.0209
Miguel Barrera,TX,26.412,-98.9216
Mikes,TX,26.3147,-98.6336
Mila Doce,TX,26.223,-97.9601
Milam,TX,31.4541,-93.7979
Milano,TX,30.7083,-96.8594
Mildred,TX,32.0411,-96.3483
Miles,TX,31.6006,-100.1853
Milford,TX,32.1214,-96.9498
Miller's Cove,TX,33.156,-95.1147
Millican,TX,30.467,-96.2035
Millsap,TX,32.7493,-98.0117
Mineola,TX,32.6461,-95.4775
Mineral Wells,TX,32.8169,-98.0776
Mingus,TX,32.5363,-98.4249
Mirando City,TX,27.4403,-99.0006
Mission,TX,26.2041,-98.3251
Mission Bend,TX,29.6948,-95.6657
Missouri City,TX,29.563,-95.5365
Mobeetie,TX,35.5292,-100.4393
Mobile City,TX,32.9228,-96.4111
Monahans,TX,31.6289,-103.0403
Mont Belvieu,TX,29.8524,-94.8784
Montague,TX,33.6652,-97.7209
Monte Alto,TX,26.3744,-97.9727
Montgomery,TX,30.3921,-95.6958
Moody,TX,31.3086,-97.3596
Moore,TX,29.0574,-99.0068
Moore Station,TX,32.1905,-95.5704
Moraida,TX,26.415,-98.9767
Morales-Sanchez,TX,26.7876,-99.1147
Moran,TX,32.5471,-99.1663
Morgan,TX,32.0156,-97.6061
Morgan Farm,TX,28.0055,-97.5535
Morgan's Point,TX,29.6765,-95.0027
Morgan's Point Resort,TX,31.1518,-97.4581
Morning Glory,TX,31.5648,-106.2089
Morse,TX,36.066,-101.4769
Morton,TX,33.7248,-102.7593
Moulton,TX,29.5722,-97.1465
Mount Calm,TX,31.7566,-96.8818
Mount Enterprise,TX,31.9113,-94.6826
Mount Pleasant,TX,33.1613,-94.9717
Mount Vernon,TX,33.176,-95.2253
Mountain City,TX,30.0392,-97.8915
Muenster,TX,33.6586,-97.3874
Muleshoe,TX,34.2292,-102.7284
Mullin,TX,31.5552,-98.6657
Munday,TX,33.4471,-99.624
Muniz,TX,26.2578,-98.0897
Murchison,TX,32.2751,-95.7561
Murillo,TX,26.2642,-98.1233
Murphy,TX,33.0186,-96.6105
Mustang,TX,32.0135,-96.4303
Mustang Ridge,TX,30.0576,-97.6852
Myrtle Springs,TX,32.6151,-95.9329
Nacogdoches,TX,31.6134,-94.6528
Naples,TX,33.203,-94.6776
Nash,TX,33.4422,-94.1283
Nassau Bay,TX,29.5448,-95.0865
Natalia,TX,29.1877,-98.8524
Navarro,TX,32.0007,-96.3826
Navasota,TX,30.3874,-96.0895
Nazareth,TX,34.5416,-102.1021
Nederland,TX,29.9707,-94.0015
Needville,TX,29.3957,-95.8387
Nesbitt,TX,32.5886,-94.4469
Nevada,TX,33.0463,-96.3811
New Berlin,TX,29.4892,-98.1094
New Boston,TX,33.4612,-94.4182
New Braunfels,TX,29.6994,-98.1148
New Chapel Hill,TX,32.3012,-95.1674
New Deal,TX,33.7322,-101.8436
New Fairview,TX,33.1122,-97.4489
New Falcon,TX,26.6382,-99.0947
New Home,TX,33.3269,-101.9117
New Hope,TX,33.2115,-96.5636
New London,TX,32.2687,-94.9296
New Summerfield,TX,31.9807,-95.115
New Waverly,TX,30.5374,-95.4822
Newark,TX,33.0049,-97.4856
Newcastle,TX,33.1951,-98.7436
Newton,TX,30.8502,-93.7537
Neylandville,TX,33.2003,-96.0059
Niederwald,TX,30.0041,-97.7531
Nina,TX,26.2811,-98.581
Nixon,TX,29.2698,-97.7658
Nocona,TX,33.7835,-97.7302
Nocona Hills,TX,33.8524,-97.6435
Nolanville,TX,31.0754,-97.609
Nome,TX,30.0364,-94.4064
Noonday,TX,32.2445,-95.397
Nordheim,TX,28.9238,-97.6141
Normangee,TX,31.03,-96.1161
Normanna,TX,28.5277,-97.7831
North Alamo,TX,26.216,-98.1264
North Cleveland,TX,30.3577,-95.1003
North Escobares,TX,26.4325,-98.9719
North Pearsall,TX,28.9227,-99.0944
North Richland Hills,TX,32.8605,-97.218
North San Pedro,TX,27.8027,-97.682
Northlake,TX,33.0802,-97.2545
Novice,TX,31.9872,-99.6251
O'Brien,TX,33.3801,-99.8438
O'Donnell,TX,32.9652,-101.8309
Oak Grove,TX,32.5327,-96.3186
Oak Island,TX,29.6632,-94.6882
Oak Leaf,TX,32.5138,-96.8563
Oak Point,TX,33.1803,-96.9911
Oak Ridge,TX,32.6489,-96.2598
Oak Ridge North,TX,30.157,-95.4421
Oak Trail Shores,TX,32.4885,-97.8357
Oak Valley,TX,32.0331,-96.5116
Oakhurst,TX,30.7433,-95.3073
Oakwood,TX,31.5848,-95.8499
Odem,TX,27.9463,-97.5865
Odessa,TX,31.8831,-102.3406
Oglesby,TX,31.4187,-97.5113
Oilton,TX,27.4693,-98.9672
Old River-Winfree,TX,29.8745,-94.8268
Olivarez,TX,26.2285,-97.9931
Olivia Lopez de Gutierrez,TX,26.3276,-98.7167
Olmito,TX,26.0232,-97.5379
Olmito and Olmito,TX,26.34,-98.642
Olmos Park,TX,29.4749,-98.4867
Olney,TX,33.3643,-98.7584
Olton,TX,34.1802,-102.137
Omaha,TX,33.182,-94.7402
Onalaska,TX,30.8209,-95.1111
Opdyke West,TX,33.5927,-102.3006
Orange,TX,30.121,-93.7616
Orange Grove,TX,27.9562,-97.9386
Orason,TX,26.0742,-97.4458
Orchard,TX,29.6,-95.9694
Ore City,TX,32.8008,-94.7182
Overton,TX,32.276,-94.9726
Ovilla,TX,32.5352,-96.8895
Owl Ranch,TX,27.8927,-98.0934
Oyster Creek,TX,28.9978,-95.3282
Ozona,TX,30.7074,-101.2059
Pablo Pena,TX,26.3037,-98.6405
Paducah,TX,34.0144,-100.3038
Paint Rock,TX,31.51,-99.9253
Paisano Park,TX,28.0951,-97.8592
Palacios,TX,28.7198,-96.235
Palestine,TX,31.7544,-95.6471
Palisades,TX,35.0614,-101.8032
Palm Valley,TX,26.2015,-97.7546
Palmer,TX,32.4259,-96.6724
Palmhurst,TX,26.2583,-98.2953
Palmview,TX,26.2303,-98.3791
Palmview South,TX,26.2164,-98.378
Palo Blanco,TX,26.3875,-98.9024
Palo Pinto,TX,32.7692,-98.3007
Paloma Creek,TX,33.2253,-96.9371
Paloma Creek South,TX,33.21,-96.9327
Pampa,TX,35.5479,-100.9651
Panhandle,TX,35.346,-101.3804
Panorama Village,TX,30.3806,-95.4944
Pantego,TX,32.7147,-97.154
Paradise,TX,33.1504,-97.6887
Paris,TX,33.6688,-95.546
Parker,TX,33.057,-96.6248
Pasadena,TX,29.6583,-95.1499
Pattison,TX,29.8193,-95.9765
Patton Village,TX,30.1954,-95.1643
Pawnee,TX,28.6483,-98.0083
Payne Springs,TX,32.2872,-96.0889
Pearland,TX,29.5585,-95.3215
Pearsall,TX,28.8885,-99.0988
Pecan Acres,TX,32.9703,-97.4727
Pecan Gap,TX,33.4382,-95.8519
Pecan Grove,TX,29.6235,-95.7331
Pecan Hill,TX,32.4906,-96.7815
Pecan Plantation,TX,32.3628,-97.6554
Pecos,TX,31.4046,-103.5057
Pelican Bay,TX,32.9227,-97.5189
Pena,TX,26.4155,-98.97
Penelope,TX,31.8585,-96.9281
Penitas,TX,26.2508,-98.4426
